gene_name,padj
CHTF8,0.314991597
MEA1,0.315004526
BPHL,0.315045888
KPNA4,0.31517946
NLRX1,0.315206097
MYCN,0.315256915
AC003072.1,0.315256915
METTL2B,0.315314091
AC116447.1,0.315417895
TRAF2,0.315417895
ZNF333,0.315417895
AC015819.1,1.0
TRAV39,1.0
LRRC63,0.315600914
SCAND1,0.315677011
RNF7,0.315677011
RND2,0.316318095
ZNF274,0.316627886
RANP1,0.316634066
LRP4-AS1,0.316634066
TTC26,0.316634066
CCL1,1.0
AC015971.1,0.317027745
JUND,0.317514295
SFI1,0.317514295
MS4A1,1.0
SEC24A,0.317902522
PEX6,0.317942892
MHENCR,0.317942892
RPL21P88,1.0
ACTG1P1,0.317942892
PUS1,0.317976523
SOS1,0.317976523
ZNF780B,0.317976523
AL928654.1,0.317976523
UNC5D,0.317976523
AC078819.1,0.318183557
AKT2,0.318266256
LINC00957,0.31856939
OGG1,0.318605648
CC2D1A,0.318748275
NUMB,0.318748275
KIAA1211L,0.318748275
AC061992.1,0.318842136
SMURF2,0.318842136
DERA,0.318878764
SPNS3,0.318878764
LIFR,0.318878764
SOX5-AS1,0.318878764
DPF1,0.318878764
USP45,0.318878764
SNAPC4,0.319365209
CBR3,0.319369843
TRDV1,1.0
MIR22HG,0.319582681
LDB2,0.319680356
LINC02580,1.0
FBXO46,0.319915784
FAM53C,0.319915784
LNCSRLR,1.0
AL031846.2,0.31995356
FOXRED2,0.320001913
TRAV8-5,1.0
MREG,0.320355874
SLC16A12,0.320372103
CDC42EP4,0.320372103
EML5,0.320372103
RTL1,1.0
TNFRSF13C,0.320704636
POLR3E,0.320755537
SPRTN,0.320787275
SAC3D1,0.320787275
AKT1,0.321159967
CYFIP1,0.32126006
SMARCA2,0.321529056
MAP6D1,0.321615767
RNF111,0.321615767
RELL1,0.321615767
LINC01578,0.321615767
ZNF887P,0.321616144
HES6,0.321855442
PCSK5,0.321901869
AC234582.2,0.321901869
GID4,0.322061738
TIMP1,0.322061738
TRO,0.322328547
PLEKHG4B,0.322331687
ISCA1,0.322588949
AL161772.1,0.322588949
DKC1,0.322588949
AC009487.1,0.322734231
KMT5C,0.322734231
IL13RA2,0.322929139
ZNF311,0.322929139
ZNF641,0.322929139
DLG5,0.323106099
HDAC8,0.323187861
ROCK2,0.323576701
GGT5,0.323576701
LINC02381,0.323576701
NECAB1,0.323576701
AL590560.1,0.323887712
CEBPG,0.32431741
B3GLCT,0.324369448
AC087742.1,0.324542863
FAM172BP,1.0
MYBL2,0.324819939
TSPAN18,0.325262442
HAPLN1,1.0
FBN3,0.325325698
HEXA-AS1,1.0
CCL20,1.0
AC008063.1,1.0
APBA1,0.325864739
LINC01281,1.0
THNSL2,0.325998985
COIL,0.325998985
ZNF608,0.32627352
AC135050.1,0.32627352
MYT1,0.32627352
HIST1H2BC,0.326326586
LINC01146,1.0
FLOT2,0.326512254
ADAM23,0.326876681
COG5,0.327389181
LUC7L3,0.327548593
AC093799.1,0.327618542
ASF1A,0.327818999
ATAD3B,0.327956229
S100P,0.328026981
RTN1,0.328066912
BASP1-AS1,0.328072825
EML1,0.328218507
DLG1,0.328471617
MBD6,0.328471617
SCAND2P,0.328503768
LINC02458,1.0
AC022113.1,1.0
SLC22A23,0.329350691
LZTS3,0.329350691
PTCH1,0.329360213
MRPL44,0.329554702
SOAT1,0.330010649
CFAP100,0.330010649
BLK,1.0
AC093010.2,1.0
AC063926.2,0.330251385
LRRN2,0.330330241
MADD,0.330464821
TJP1,0.330464821
TMEM51,0.33064484
NONO,0.33064484
NEXMIF,0.33064484
AC080112.3,0.33064484
PPP1R3E,0.33064484
PDLIM2,0.33064484
TUT7,0.33064484
CD2BP2,0.330655447
SAP30,0.331058705
PPP1R3C,0.331058705
OR2A1-AS1,1.0
MED12,0.331163649
SPIRE2,0.331414522
PLEKHH1,0.331492124
AL136366.1,0.331492124
VSIG10L2,0.331492124
NGDN,0.331492124
PODNL1,0.331492124
FBXO22,0.331492124
HSD11B2,0.331492124
AC084125.1,0.331492124
PPTC7,0.331547303
GPR173,0.331798857
AC107308.1,0.332109061
NARF-IT1,0.332629262
EIF5A2,0.332629262
SLC25A27,0.333280612
KLHL17,0.333694663
UBQLN1,0.333756791
SPINK5,0.334223348
HMGCL,0.334233353
DNMT1,0.334454079
NEUROG2,0.334454079
NFATC3,0.334454079
SLC35D2,0.334454079
CEP170B,0.334704764
GRID1,0.334880285
PSEN1,0.334880285
TMPO-AS1,0.334898501
CTXN1,0.334943956
TMEM144,0.334960652
BAZ1A,0.334960652
LINC02298,0.334960652
RNF24,0.334960652
RNF4,0.334960652
OLIG1,0.334960652
CXCL2,0.334960652
AC004951.4,0.334960652
INTS1,0.335013938
HP1BP3,0.335230696
RNASE6,1.0
EVX1-AS,1.0
L3MBTL3,0.336307854
ADAT2,0.336482555
AP001062.1,0.336543687
PSPN,0.336776425
TMEM249,0.336860845
AL139423.1,0.336860845
AC073063.1,0.336860845
AC084757.4,1.0
CDK18,0.336860845
ZNF876P,0.336860845
MPP3,0.336860845
ITPR1,0.336860845
GART,0.336860845
AC098864.1,0.336860845
IGF2-AS,0.336983184
ANO1,0.336983184
APLN,0.33713168
KNOP1,0.337268486
RAB7B,0.337268486
AC020978.5,0.337268486
TRAV26-1,1.0
LINC01465,1.0
AC012507.2,1.0
DNPEP,0.338271238
HECW2,0.338271238
MT-RNR1,0.338271238
MOV10,0.338271238
AFDN-DT,0.338317668
MIR3117,1.0
RASSF8,0.33836744
PTPRN2,0.338486064
GALNT4,0.338662798
ELP6,0.338698645
AC124303.2,0.33877295
SFT2D3,0.338861009
NUP43,0.339029802
AL357033.3,1.0
RNF220,0.339029802
ARHGEF16,0.339029802
AP000941.1,0.339029802
TECPR1,0.339029802
EBF4,0.339029802
AC090517.2,0.339029802
FBXO42,0.339029802
AL627309.7,0.339029802
HRAT92,0.339029802
EFR3A,0.339029802
GANAB,0.339605088
CDAN1,0.339605088
RASA4,0.339669968
CNTN3,0.339669968
AHCYL2,0.339669968
PLA2G2D,1.0
RNU6-341P,1.0
SNAPC3,0.340222819
NSUN5P2,0.340303762
ACTR3,0.340303762
NRXN2,0.340303762
ERI3-IT1,0.340303762
AP002812.5,0.340303762
AP001029.2,0.340303762
AC015912.3,0.340303762
AC009242.1,1.0
MBNL2,0.340335789
NSUN5P1,0.340335789
PHKB,0.340369862
PRICKLE3,0.34056992
PIMREG,0.340682331
LRRC27,0.340682331
RPAIN,0.340946699
GPAT2P2,1.0
FIGNL1,0.341021791
GRAMD2B,0.341021791
CASTOR3,0.341021791
SERINC2,0.341255903
TMEM158,0.341255903
SMTN,0.341255903
NTN5,0.341319233
PPP1R9B,0.341527335
INTS12,0.341527335
AC023449.2,0.341860587
CFAP74,1.0
AC120114.3,0.3428471
AC044802.1,1.0
AC005261.1,0.343314056
MRPL18,0.343506329
RNU6-764P,1.0
TRMU,0.343608875
GINS4,0.343608875
CGGBP1,0.343608875
CENPT,0.34362789
HOOK3,0.34362789
DNM1P47,0.343807376
NPIPB15,0.343972449
RAB6A,0.343994374
HTATSF1P2,0.343994374
SRRM2-AS1,0.344144566
CARD6,0.344202452
AC092127.2,0.344614772
AL096678.1,1.0
TMEM120B,0.344795001
ERVK9-11,0.344795001
KLHL10,1.0
UPF3A,0.344916763
ZNF594,0.344916763
LINC01918,0.344916763
MTUS1,0.345049644
LRIF1,0.345085593
CDH12,0.345386139
ZNF496,0.345424546
AP001029.1,0.346041194
AC027020.2,0.346054591
AC009139.1,1.0
CSMD3,0.346081841
CDK4,0.346081841
TRAV24,1.0
DRAM1,0.346081841
AC010653.2,0.346297423
PLCE1-AS1,1.0
POLR2J4,0.346568371
LGI1,0.346584124
TRBV4-2,1.0
NOL6,0.346584124
AHCY,0.346974763
KIAA1551,0.346974763
ADCK1,0.347413325
BANK1,1.0
PLPPR4,0.347640814
CARD8-AS1,0.347640814
CAMKMT,0.347640814
PELO,0.34769459
AC004852.2,1.0
USP32P1,0.347888516
NR2C2AP,0.347909592
ZNF529,0.348201749
EVX1,0.348212028
AC083837.2,0.348212028
CDC42BPB,0.348212028
SLC44A5,0.348212028
GOLGA2P7,0.348212028
SMG8,0.348212028
RCAN2,0.348212028
ZNF618,0.348212028
CPEB4,0.348629866
NUDT19,0.348923154
AC011933.2,1.0
ERP29,0.349572262
ZNF444,0.349572262
UNC119B,0.349572262
PROM1,0.349572262
AL683813.1,0.349572262
MRPS18C,0.349572262
1-Mar,0.349572262
ICK,0.349734278
BCKDHB,0.349734278
PRKDC,0.349734278
AL391095.3,0.35000728
SLC4A1,1.0
KCNMB4,0.35000728
ACOT2,0.35000728
RAB31,0.350178396
NINJ2,1.0
RAB6D,0.350452778
TSPOAP1-AS1,0.350452778
TMEM54,0.350452778
NFAM1,0.350452778
AL442125.2,0.350452778
FLNC,0.350452778
U52111.1,1.0
ZNF879,0.350490103
ENDOU,0.350490103
SOX13,0.350490103
ZNF711,0.350490103
PCSK6,0.350490103
AC009121.2,1.0
MMP19,0.351168217
KCNJ9,0.351168217
PABPC4,0.351168217
RAB6C-AS1,0.351168217
CTNNBL1,0.351425136
NEUROD2,0.351539001
HEXB,0.351608137
AQP4-AS1,1.0
KCTD1,0.351632747
RAD51AP1,0.351632747
AC002558.3,0.351637356
WEE1,0.35166137
FCHSD1,0.35178219
MCTP1,0.351823849
SLCO1A2,0.351925966
USP32P3,0.352301315
AC006369.1,0.352339928
GMPR,0.352437077
AC106760.2,1.0
PPP6R2,0.352642658
AC145207.3,0.352796753
AL033543.1,1.0
NOL3,0.352796753
ACSS3,0.352796753
FAM155B,0.352796753
MIR670HG,0.352796753
RAB8A,0.352988797
ETFA,0.353123631
ZNF286A,0.353123631
PLA2G4C,0.353145339
PGC,0.353145339
SNORA12,0.353145339
ACKR4,0.353145339
LINC01503,0.353234155
IFT88,0.353234155
LINC01376,0.353234155
EHMT1,0.353234155
ASPSCR1,0.353234155
LEO1,0.353234155
ZNF846,0.353237503
AP000843.1,0.353237503
C1QTNF3-AMACR,1.0
RNPS1,0.353709385
CFAP69,0.353709385
ECE1,0.353709385
BACE1-AS,0.354283143
CTH,0.354564918
AP000873.4,0.354564918
ZNF670,0.354564918
SHBG,1.0
CLDN9,1.0
ARNT2,0.354925837
RNASEK,0.355104386
FIZ1,0.355468318
IKBKGP1,0.355783648
CDK1,0.355926704
SECISBP2,0.355926704
ZNF626,0.355926704
SNORD17,0.355926704
FGFR1OP,0.355926704
GHRHR,0.356017467
POLR2H,0.35620452
LMBRD1,0.35620452
DCAF10,0.35620452
KCNK3,0.35620452
KLHL7-DT,0.35620452
TOB1-AS1,0.356728824
AL606491.1,1.0
CORO6,0.356786373
IFI27L2,0.356786373
NTF3,0.356786373
TMEM8B,0.35698397
C10orf25,0.35698397
AL022324.2,0.357210492
GAREM1,0.357742237
USP48,0.357801872
ATG7,0.357801872
COBLL1,0.357801872
TMEM200C,0.357848308
BBOF1,0.357848308
AC016708.1,1.0
MTHFSD,0.358298084
LRRC74B,1.0
AC015563.2,0.35852515
AC104116.1,0.358614362
ITPRIPL1,0.358614362
ELK1,0.358614362
DLK2,0.358654544
TPK1,0.358690595
DNAJC9,0.358793147
THAP11,0.358793147
AC010422.2,1.0
PLEKHM1,0.359003988
AC011498.4,0.359111524
HHIPL1,0.359311657
BRINP1,0.359311657
SLC27A4,0.359311657
CHRM4,0.359311657
LSAMP,0.359331138
USP49,0.359372265
MROH8,0.359457063
AP001318.1,0.35978348
AC093458.2,0.35978348
ARSI,0.35978348
CRAMP1,0.360220683
SLC4A5,0.360316461
GOLGA6L3,0.360316461
SDHAF2,0.360316461
MMS22L,0.360476694
RAB29,0.360590286
WSCD2,0.360677086
CD99,0.360699266
NDUFA12,0.360699266
XBP1,0.360699266
AF287957.1,0.360699266
TRRAP,0.360699266
LACC1,0.360699266
AC099343.3,0.360699266
SLC25A42,0.360933915
CLVS2,0.361025354
TBXA2R,0.361100162
OLFM2,0.361100162
TRIM7,0.361100162
TRMT10A,0.361100162
BTG1,0.361100162
MAML3,0.361100162
AC020659.2,0.361100162
PNMA2,0.361186354
MED24,0.361186354
PHKA2-AS1,0.361504079
MGAM2,0.361504079
EDEM2,0.361889712
CEND1,0.361889712
AL121987.1,1.0
GNG2,0.362088962
PFDN6,0.362293136
ASAH2,0.362630395
AC091196.1,1.0
GPR52,1.0
KCCAT198,1.0
PRMT1,0.362842062
OR7E29P,1.0
SEPT7-AS1,0.362842062
KIAA2013,0.362842062
TMEM150C,0.362842062
VWA3A,0.362842062
GTF2IP13,0.363110513
TUBE1,0.363296602
AC109809.1,1.0
HHAT,0.363757029
TRA2B,0.363757029
SAMD13,0.363757029
RIOX2,0.363757029
SVIP,0.363757029
AC004039.1,1.0
PEAK1,0.364419423
RFC3,0.36451841
CR848007.1,0.364657255
AC099063.4,1.0
APPBP2,0.36485016
GLRX3,0.364925773
RNU6-1028P,0.365050424
MIR1-1HG-AS1,1.0
AC063926.3,1.0
MEIS1-AS3,0.365106033
BAK1P1,0.365106033
FAM207A,0.365106033
ANKRD9,0.365106033
SLC25A10,0.365106033
AC020904.3,1.0
ST8SIA6,0.36539038
AC093677.1,1.0
IPO7,0.36539038
AC073857.1,0.366051925
TSPYL1,0.366051925
ZNF560,0.366198589
PGPEP1L,0.366208993
AC005006.1,1.0
SETD8P1,0.366309321
TMEM30A,0.366404266
WDR59,0.366451975
MTND4P9,0.366480879
SDF2,0.366547418
B3GAT3P1,1.0
DDX31,0.366815687
AC019226.2,1.0
RF00564,1.0
SLC25A31,1.0
CCDC96,0.367172836
SLC37A2,0.367172836
HNRNPD,0.367382068
WDR81,0.367415225
PDGFD,0.367674305
ANKRD39,0.367674305
EML2,0.367794929
RNF6,0.367895161
AC019197.1,0.367895161
ZNF90,0.368102793
AC009511.2,0.368123665
ALDH3A2,0.368302473
AL357079.1,0.368302473
Z83843.1,0.368302473
LINC01003,0.368302473
HOXB7,1.0
GPR179,0.368440544
ZBTB8A,0.368463049
SLC25A20,0.368961466
DAXX,0.369205912
LVRN,0.369340979
PHLDB1,0.369340979
SGK2,0.369627896
TSC2,0.369741027
PSMA3-AS1,0.369816122
LOXL2,0.369962294
LINC01541,1.0
EPDR1,0.369962294
SYP,0.369962294
LTBP4,0.369962294
TNFSF11,0.369962294
CNTNAP4,0.369962294
UBE2SP1,0.369962294
EXTL3,0.369987486
DZIP1,0.37007878
INPP5F,0.370239769
XYLT2,0.370239769
INSC,1.0
RPL21P54,0.37030263
AC004134.1,1.0
MGME1,0.370446472
PBK,0.370446472
ITPKC,0.370446472
AC016582.3,0.370446472
SARM1,0.370446472
FOLR1,0.370446472
ATP6AP2,0.370855141
HOMER1,0.370855141
AL008729.1,0.370855141
PISD,0.370917926
AIP,0.370954935
DNAH6,0.370954935
TMEM68,0.370954935
KC6,1.0
SCN3B,0.37096685
APLNR,1.0
PIGF,0.37096685
HOMER2,0.37096685
JCAD,0.37096685
LINC00648,0.370966975
NIP7,0.370966975
ABCA1,0.370966975
MTHFD1L,0.370966975
C20orf96,0.371013168
AC010260.1,1.0
RRP7BP,0.371454653
SOWAHA,0.371454653
KDM7A,0.371454653
SYTL5,0.371454653
FAM71E1,0.371454653
TRIM59,0.371810857
LMCD1-AS1,0.371810857
SLC16A2,0.371827641
KCNJ13,1.0
ARRB2,0.372519604
CLEC18B,0.372519604
AC011450.1,0.372519604
TRIM39,0.372581823
AC037459.3,0.37265297
EARS2,0.37265297
PRR13P5,0.37265297
JARID2,0.37265297
AC073534.1,0.37265297
AP001972.3,0.37265297
PID1,0.37265297
ICE2,0.37289923
METTL22,0.373072316
G6PC3,0.373072316
TUBA1C,0.373072316
ZNF774,0.373072316
TRIM24,0.373072316
STX12,0.373072316
SLC50A1,0.373144979
FAM85B,0.373144979
TRBD1,1.0
LUCAT1,0.373819898
LINC00540,1.0
MTHFD2L,0.373819898
AL359697.1,0.373819898
CDC40,0.373819898
LINC00645,0.373892496
INSM2,0.373959404
GDPD2,0.374137831
PRIM1,0.374532914
CHRDL1,0.374532914
NFIA,0.374776646
MLLT3,0.374776646
LINC01521,0.374776646
AC005523.1,1.0
FAM135B,0.375089065
MMP28,0.375089065
SEMA7A,0.375089065
NELL1,0.375106924
AC110079.2,0.375155815
B3GALT4,0.375172636
AC016769.2,1.0
INPP5K,0.375338485
CDC42EP5,0.375338485
OTUD5,0.375511648
OCA2,0.375511648
AL122035.1,0.37556825
FAM50B,0.375926518
CDV3,0.376324448
ZNF300,0.376324448
ICOSLG,1.0
TMEM139,0.376435103
SCN11A,0.376435103
AP000577.1,0.376435103
FCRL6,1.0
ZNF324,0.376435103
NME6,0.376435103
LENG9,0.376435103
CIART,0.376435103
LEMD3,0.376536983
ZSWIM3,0.376717182
NSF,0.376756468
MRNIP,0.376793976
SLC25A34,0.376793976
AL121782.1,0.377019188
AC018638.2,0.377693818
RAB11B,0.377693818
HES2,0.377693818
MMD2,0.377693818
MT1L,1.0
PXDC1,0.377693818
MAPK11,0.377693818
MAGI2,0.377693818
AC073346.2,0.377693818
SOX1-OT,0.378501754
AC092368.3,0.378667667
PPP1R7,0.378667667
SMIM35,0.378667667
AL158071.2,1.0
INPP5J,0.3787886
CMTR2,0.378893302
SMPD5,0.379177813
EVI5,0.379177813
SNX8,0.379177813
SRGAP2B,0.379177813
AC083899.1,0.379177813
HNRNPA2B1,0.379177813
B3GALT5,0.379177813
HS6ST2,0.379177813
GNAI3,0.379188319
THAP9-AS1,0.379188319
INSIG1,0.379309198
OPCML,0.379309198
UBN2,0.379311179
MAGI1,0.379549587
EXOC5P1,0.379716261
AC107068.1,0.379751937
AL136309.2,1.0
PITPNM2,0.380250343
PALM2,0.380988553
TRBV14,1.0
YWHAG,0.380988553
CRTAP,0.380988553
CELSR2,0.380988553
DYNC1I1,0.381169018
MIR222HG,0.381204526
AL031432.4,0.381271689
KLHDC7B,0.381325093
HS3ST5,0.381681085
DGKZP1,0.381681085
AC009041.2,0.381681085
RPLP0,0.381681085
HNRNPM,0.381681085
RANBP9,0.381735291
DCP1B,0.381735291
MIR4477B,0.381735291
OR2L2,0.381735291
AC145212.1,1.0
SPATA6L,0.381735291
WNT2B,0.381735291
APOE,0.381751411
AC105233.5,0.381751411
AC009061.2,0.381830746
KANK2,0.381830746
POU2F1,0.381830746
SNX18,0.381924602
ADNP,0.381924602
SEMA4A,0.382115798
KCNK2,0.382160291
FEZ1,0.382160291
URB2,0.382160291
ARL13B,0.382160291
LINC02154,0.382562329
AC080013.5,1.0
LRCH2,0.382562604
FARP2,0.382734973
HUS1,0.382816355
RNU6-762P,1.0
TRAPPC9,0.382858896
LINC00824,1.0
EIF4A2P2,1.0
UCK2,0.382946224
NXPE3,0.382946224
MEF2C-AS2,0.383307624
ABCD1,0.383383596
VILL,0.383406734
PLK1,0.383728979
DNMT3B,0.383728979
TIMM21,0.383730532
TEF,0.383751516
Z99129.4,0.384378031
MCM9,0.384378031
AC092145.1,1.0
SLC39A9,0.384969463
CALR,0.384969463
LINC02076,0.384969463
AC098614.1,0.384969463
HIBADH,0.385086689
NCOA6,0.385086689
MISP,0.385163954
LRRC37A3,0.385469262
CACUL1,0.385469262
KIF6,0.385469262
PPL,0.385469262
METTL21A,0.385469262
7-Sep,0.385469262
NCAPD2,0.385469262
INTS5,0.385588515
NUFIP1,0.385998523
AL118506.1,0.385998523
MASTL,0.386083051
TMEM117,0.386191571
DVL3,0.386456198
NR2F2-AS1,0.387025168
ANKRD10-IT1,0.387025168
PIK3C2B,0.387213257
PLXNA4,0.387249732
LIF,0.387669833
AC125613.1,1.0
LY6G5C,0.387669833
ING5,0.387804352
TRAK2,0.387975816
AL356055.1,0.38801136
SPECC1,0.388056794
PRR12,0.388450781
LINC01690,1.0
CPNE8,0.388648151
KIFAP3,0.388648151
HNRNPAB,0.388692998
MC5R,1.0
FIBIN,0.388942339
ZNF610,0.388942339
IRAK1,0.388942339
MEST,0.389006628
ADRA2C,0.389322841
CCER2,0.389450238
MIR5693,1.0
ZNF782,0.389475451
PEX10,0.389686737
AC024909.2,0.389686737
FBXL17,0.389686737
SUV39H2,0.389931353
HTR2A,0.389967524
PPP6R1,0.389989442
AC009652.1,1.0
RF00019,0.389989442
METTL8,0.389989759
AC004908.2,0.389989759
PLEKHB1,0.390072282
AURKAIP1,0.390321348
SLCO4C1,0.390321348
SEC63,0.390538971
RRM2,0.390538971
UTS2B,0.390538971
GPR108,0.390716886
FGFR1,0.390860609
NLRP1,0.390860609
GNPTG,0.390860609
BLVRB,0.390915631
LAIR2,1.0
TCAF1P1,0.391507224
AL022328.2,0.391507224
MUC1,0.391507224
AC131212.3,0.391562766
PEG10,0.391562766
TXNRD1,0.391562766
CCDC168,0.391562766
SAP18,0.391562766
SSTR2,0.391683221
TRMT2A,0.391683221
FOXJ1,0.391683221
LOR,1.0
MORF4L2,0.391752877
TUB,0.391894333
TP53RK,0.392026131
ZKSCAN1,0.392026131
SLC34A2,1.0
TBR1,0.392107701
ARFIP1,0.392107701
CCDC77,0.392107701
UST,0.392209049
NEURL1,0.392359332
AC104117.5,0.392694409
B4GALT5,0.392694409
TTC1,0.392832633
AGAP12P,1.0
AC005253.2,0.392951001
TRIM52-AS1,0.392971298
AC114271.1,0.392971298
AC103923.1,0.392971298
FLJ42102,0.393200255
PWWP2A,0.393378189
CUL9,0.393514086
SPIRE1,0.393514086
CA9,0.393526874
AC097724.1,1.0
HOXA2,0.393550861
AC244093.3,1.0
OXLD1,0.393588902
YIPF5,0.393588902
AC007182.2,1.0
AL355490.1,1.0
SLC22A15,0.394753609
AC107294.2,0.394753609
RDX,0.395081976
MIF4GD,0.395478625
ZFYVE16,0.395478625
ZFAND4,0.395478625
MTND5P26,1.0
MAP3K11,0.395478625
SLF1,0.395478625
VARS,0.395478625
CIT,0.395478625
TAS2R20,0.395478625
KNSTRN,0.395582499
TBCAP1,0.395650666
NOTCH1,0.395715432
SNORD11,0.395868848
AC093278.2,1.0
LINC01280,1.0
AC005839.1,0.396474788
CRB2,0.396474788
CHCHD10,0.396474788
ARMC7,0.396474788
LINC01163,0.396474788
FRMD6-AS1,0.396474788
POLN,0.396474788
MEF2C,0.396700175
LARP7,0.396788987
HMGB1P45,1.0
HNRNPF,0.397331303
EBP,0.3974427
ATP1A4,0.397702308
AL136164.4,0.397702308
BLOC1S4,0.397788531
PUM1,0.397797555
FAM3C,0.397889975
AP001011.1,1.0
AC093673.1,0.39799826
WDR35,0.39799826
NPIPB10P,0.39849277
AC007991.4,1.0
KCNK13,1.0
MIR4803,1.0
PPP1R16A,0.398999304
AC091152.4,1.0
ZNF891,0.399483631
ERV3-1,0.399607778
ZFP1,0.399613316
LMOD1,0.399613316
ZBTB11-AS1,0.399663546
RNGTT,0.400024425
AL138689.1,0.400024425
SDHAP1,0.400024425
RPL5,0.400159481
AC131392.1,0.400193981
KIAA1841,0.400290161
IQCA1,0.400509034
C16orf91,0.400532582
CAVIN2,0.400532582
MIR1282,0.400559092
CPOX,0.400559092
TIA1,0.400559092
TTC21A,0.400559092
TOX2,0.400559092
KCTD6,0.400559092
ANKRD49,0.400559092
EID2,0.400559092
AC007216.4,0.400559092
SLC6A17,0.400562751
CD36,0.400774409
IQCJ-SCHIP1,0.400774409
ZFHX4,0.4011018
FAM49B,0.4011018
AC004877.1,0.401297791
FGD5P1,1.0
VPS9D1-AS1,0.401553145
SLC23A3,1.0
BX255923.1,1.0
WDR17,0.40243826
AC004803.1,0.402610591
SERPINI2,0.402610591
VRK2,0.402729563
MAP2K3,0.402729563
AL161785.2,1.0
EPHA10,0.402876579
PTHLH,0.402876579
RASSF8-AS1,0.402876579
CCDC86,0.402909858
AC010173.1,0.403704876
AC080013.6,0.404204589
ZC2HC1A,0.404204589
AC090236.2,0.404204589
AC006116.7,0.404204589
PYURF,0.404210265
AC009090.5,0.404210265
CTNNA1,0.404341805
ERI2,0.404341805
ROCK1P1,0.404341805
TMEM179B,0.404396868
ACAP2-IT1,0.404456104
MAMDC4,0.404565318
RORA-AS1,0.404565318
C1orf216,0.404593665
KBTBD8,0.404593665
ISLR2,0.404699118
BORCS7,0.404699118
PRR4,0.404699118
IDH3G,0.404718946
NEIL3,0.404718946
RF00017,0.404745688
SRC,0.404745688
HMBS,0.404754356
AC105446.1,1.0
LZTR1,0.404919391
DDX39BP2,1.0
DAPK2,0.404940723
TMC5,1.0
CDC42BPA,0.40536849
GK,0.405415116
TSPAN19,0.405415116
FLJ31104,0.405415116
GTF2F1,0.405527304
AC130324.3,0.405527304
CAPZA1,0.405527304
CRYBB2P1,0.405527304
AL136531.3,1.0
PCDHGA11,0.405699117
ZDHHC11,0.405699117
NECAP2,0.405699117
LIMA1,0.405776397
DLX3,1.0
OGDH,0.406085272
NETO1,0.406119448
MKRN1,0.406119448
AC109460.3,0.406615755
TRGV7,1.0
TFR2,0.406826292
FRRS1,0.406844853
JAG1,0.406882788
AFDN,0.406882788
FRY,0.406931172
MT1X,0.406931172
XPNPEP3,0.40704424
AL031595.1,1.0
NCKIPSD,0.407268735
TRAM1,0.407268735
LAMP5,0.407268735
AC126755.1,0.407268735
NAMPTP1,0.407399787
KPNA2,0.407957295
RAB4B,0.408051218
AC005479.2,0.408092193
AC005393.1,0.408092193
NHLRC3,0.408329309
RPUSD2,0.408422298
LINC00173,0.408717079
SLC6A5,0.408902088
KLHL23,0.408902088
CHKB-DT,0.408902088
NDST4,0.408902088
ZNF674,0.408902088
CNTN6,0.409100404
MSC-AS1,1.0
PLCL2,0.409125911
LGALS12,1.0
AC004466.1,0.40927714
AL450344.3,1.0
AC018638.4,0.409425089
AC132807.2,1.0
AGT,0.409733061
WDR45,0.409986834
ABCC10,0.409986834
CRYZP1,1.0
LINC01138,0.410666463
LMAN2,0.410694117
TRBV10-3,1.0
AC034111.1,0.411259063
ZDHHC8,0.411307204
TTI1,0.41146727
CAMTA1-DT,0.411627189
PIGQ,0.411627189
ASB8,0.411750373
ZNF83,0.411750373
DOCK11,0.411750373
TTYH2,0.411822429
AC016383.1,1.0
ARHGDIA,0.412031982
SERINC3,0.412066655
AC009065.4,0.412066655
ALDH1L2,0.412066655
PELI1,0.412066655
ZC3H12C,0.412066655
MRPS12,0.412268459
TUBB3,0.412268459
COPB2,0.412416558
AC092809.4,0.412416558
RF02271,1.0
SLED1,1.0
SART3,0.412503455
MT-ND4,0.412503455
ZNF182,0.412503455
AC100803.2,1.0
IFT27,0.412574204
AC234917.1,1.0
FBXO30,0.4127471
AC005899.1,0.4127471
AAAS,0.4127471
GRIA1,0.4127471
FAM83B,1.0
AC055811.2,0.41274778
SMARCB1,0.41274778
FAM183A,1.0
LINC00470,1.0
AL139095.4,0.413484075
ZNF767P,0.413484075
AC004906.1,1.0
AC009977.1,1.0
AC100861.1,0.413700478
POFUT2,0.413700478
AC115618.3,0.413700478
ZNF621,0.413700478
CTRB1,1.0
TMED2,0.414145026
IMPACT,0.414258722
SLCO2A1,0.414258722
AC025423.1,0.414258722
CNOT10,0.414258722
AL390719.1,0.414540219
HMGXB3,0.414941712
PPIAP3,1.0
C2orf72,0.414941712
HSPA5,0.414941712
ANKRD63,0.414941712
ACKR3,0.414975723
GDAP2,0.415081335
RFC5,0.415310201
AC015802.4,0.415396473
TTC12,0.415739135
MOXD1,0.415739135
AC011287.1,1.0
LMO7,0.416115785
EIF4A1P10,0.416151421
C1orf159,0.416264092
NR4A3,0.416264092
CHURC1,0.416359278
AC007663.3,0.416359278
MPV17,0.416359278
APRT,0.416359278
NIPA1,0.416487246
AL132780.2,0.416487246
SLC35E2B,0.41661873
NDUFB11,0.416988703
AMDHD2,0.416988703
SLC1A5,0.41722533
CCDC191,0.417233978
CBLC,1.0
ZSCAN31,0.417233978
HCG18,0.417233978
IER3,0.417233978
