gene_name,GG7_with_T_fpkm,GG7_with_T_1_fpkm,MN7_with_T_fpkm,RN4_with_T_fpkm,RN4_with_T_1_fpkm
HMSD,0.094146373,0.015795835,0,0,0.021713655
C11orf1,2.966024415,3.431295695,2.596006048,2.738304679,2.515632669
KCTD19,0.415792956,0.262386725,0.269410786,0.19316273,0.197519855
USP3,5.860017522,5.869442537,6.333257263,6.668653169,6.459616673
AC024941.1,0.137179345,0.138095323,0.276989254,1.085547879,0.569495869
RAPGEF3,0.22002304,0.385701907,0.482563991,0.486312507,0.299223446
C10orf111,0.828678496,0.403650857,0.350842282,0.35256028,0.221950549
SP8,1.417175539,1.426638343,1.18193505,0.825654831,1.176672206
AC011944.1,0,0.024275704,0.024345898,0.114496734,0.133481839
TTC1,24.63480558,24.03770707,19.57219219,21.91402636,22.34512153
RNF32,0.849062002,0.907492579,1.058275119,1.028575863,1.392535311
MFN1,9.568149955,9.330069613,8.09132249,8.285759599,8.706457685
CYB5R1,8.840087983,11.37734989,8.062146154,8.38275626,9.347285064
PSMD4,33.79959489,34.48240674,27.0635979,30.16850044,32.84349966
DNM1P51,0.151059475,0.162555591,0.415452391,0.233581206,0.129748718
TFAP2C,0.167719439,0.230235464,0.615736512,0.289575767,0.232094046
CNIH4,6.219299281,4.948948478,4.981405608,4.542237819,4.651441476
WDR11-AS1,0.665019699,0.57101016,0.483800014,0.448863042,0.311267681
MSANTD2,3.959823067,3.320178512,2.579550892,3.249006294,3.12722948
FCGBP,0.392391563,0.227754465,0.246257787,0.14360065,0.239702939
ZKSCAN5,5.553226485,6.191988148,6.171701123,6.813211105,6.857585381
TGFA,0.378507748,0.529731767,0.195728655,0.25325805,0.408809984
ALDH16A1,2.388096517,1.937141588,1.285199118,1.60345296,2.116648799
PGAM4,0.658819497,0.602925986,1.26980564,0.821516147,1.574736725
AP006333.2,0,0.126021415,0.189578711,0.132084879,0.692938507
WRAP73,2.874163459,2.935815038,4.209624693,3.140646289,2.99342327
RPL31P61,0.365568362,0.245339563,1.722342756,0.514287931,0.674509291
SYNE3,0.59782221,0.431680932,0.336156745,0.467089188,0.38047909
EXOSC5,7.359192489,9.206169261,9.885612454,10.16893785,9.374228592
HNRNPM,33.47791795,29.50315318,30.94799851,25.67848619,25.43383022
SHISA7,4.609658989,4.587361818,6.448481049,4.760397216,4.940561562
SLC9B2,4.783000123,5.544473259,7.023795989,6.108102253,5.049657203
RNF10,25.00567582,26.32749605,28.62609669,27.83549714,27.34164663
DCAF1,6.054197799,7.495376201,7.929034778,7.817191575,7.294824387
KRTAP19-1,0.992957614,0.14279826,0,0.261920634,0
BAZ2A,13.96610878,13.12995862,18.35798417,14.68490354,13.40900748
HSBP1,22.98832027,22.69147553,18.78940975,21.2481096,21.16790733
TRIM46,5.306507437,6.512079476,8.571818349,6.110870629,6.462075778
WDR86,3.19501686,2.782941754,4.255113854,3.143972859,3.449271054
HAVCR1,0.3834134,0.107214872,0.086019908,0.112373467,0.058952927
AL390198.2,2.889417202,1.246590214,0,1.197688561,0.285603033
LOXL3,6.311381781,7.12525023,8.524133206,7.357276078,7.193425928
SNORA75,2.006623417,1.683351749,3.376438354,4.410863645,4.628019955
EMC1,11.46994953,11.35481368,10.39741613,10.18052815,10.14672815
RNU6-1053P,3.175498113,5.48005995,7.785866263,6.701018987,11.29970021
AC136759.1,0,0,0.058652416,0,0.107191671
AC098614.4,0,0,0.300371464,0,0.548951285
GGTLC5P,0,0,0.139049716,0,0.254123741
AC007613.1,0.035285253,0.088802152,0.142494279,0.204764621,0.146485653
AC008895.1,0.052423228,0.08795545,0.317555186,0.119843603,0.120907463
AC098484.2,0.60988887,0.153490309,1.308440088,0.884814844,0.632983761
AL645939.1,1.43325423,0.698140836,0.513450313,0.365865784,0.767756287
CLPTM1L,11.37586448,11.17045213,8.790068322,10.39925179,10.41420949
AC012363.1,0.47809984,1.363661295,0.080447314,0.420374483,0.441070424
ANKMY1,0.87428077,0.960494664,1.261523508,1.019344939,1.027543822
PPP1R35,16.59789181,17.91330184,14.57472185,13.6028508,15.7574917
RTL8C,122.5560968,116.7350987,93.06276049,110.6650954,111.8828723
NEU4,0.087942229,0.108202648,0.088785423,0.206197763,0.311002151
FMO1,0,0,0.012842089,0.02013176,0.052807224
AC104350.1,0,0,0.052744818,0.082684833,0.216888963
AKR1B1P1,0,0,0.048386198,0.07585209,0.19896613
AL137028.2,0,0,0.180692209,0.28326015,0.743014141
HNRNPH3,53.56081117,60.80311631,64.9133313,60.79547626,62.37723333
AC048341.1,0.627209279,0.573032842,0.324593297,0.392060983,0.590787271
AL391684.1,1.527706192,2.186502609,2.695766395,2.007870148,2.16922501
C1orf21,5.30028206,5.938763476,7.258008809,6.048918944,5.843542312
LINC01963,6.404026873,5.904671753,8.757717423,6.257877768,6.94864559
AC019131.2,1.158613597,0.530159056,0.31901521,0.444533936,0.364390077
AC138932.5,0.732435368,0.49155067,1.807563978,1.030402818,1.013561031
AC098484.4,0.35918002,0.316381054,0.475943809,0.734265082,0.528106736
BX255925.3,8.4679158,8.162228909,11.79437647,8.048740757,10.25748528
AC092611.2,0.904300685,0.910338906,0,0.397558105,0
REG4,0.118053568,0.145251136,0.092699811,0.013839984,0
AC005999.1,0,0,0,0.205540245,0.431318867
TP53RK,10.47824164,8.844770055,8.436683493,7.361330436,8.89815723
GRIN2C,0.245815659,0.177523519,0.253567606,0.338299969,0.325375604
RSPH3,2.786365286,2.587040444,1.713229831,2.53467681,2.261317844
COX11P1,0,0.220952517,0.609376359,0.115791774,0.60746226
HNRNPA1P7,23.26578791,21.88846721,14.84265471,19.8542912,21.06878451
PHF3,10.28231762,10.43986272,11.13417799,11.27756424,11.38801503
AC008763.2,0.134166622,0.101296862,0.338632544,0.300817026,0.278494319
LHX2,13.58142688,11.46581282,11.16793548,2.913329751,2.411974091
AL358072.1,0.079683307,0.320861481,1.206709707,0.25222469,0.551338029
EIF1,171.1816486,180.3960208,180.3813962,193.2188133,198.8568074
AC090907.2,0.254543896,0.256243544,0.96369178,0.637859893,0.352243741
ECHDC3,0.482293698,0.738825779,0.402236569,1.736810364,1.073658268
ACVR1C,0.21924825,0.195631286,0.08552175,0.120923383,0.179282296
SUB1,18.34878203,16.47774604,14.44669479,15.70216367,16.26577275
IGFLR1,0.582342822,0.355926121,0.419947394,0.076804689,0.115122784
AC108134.2,0.612538788,0.739954619,1.174982491,1.195650685,1.356232586
PICART1,0.090441969,0.200300915,0.200880087,0.314907454,0.400498213
GMEB2,4.905932076,5.369845587,5.778465435,5.484426812,6.384838747
TRAV4,1.275941557,0.700615259,0.117106849,0.550743785,0
SP4,3.865931362,4.439252927,4.919558423,4.815695173,4.444576944
SLC25A48,0.005473408,0,0.027629438,0.040425452,0
STRA6LP,0.025754863,0,0.026001802,0.040761438,0.080190396
AC009087.1,0.86917428,0.624984254,0,0.327527544,0
AC131212.1,0.068589673,0.483333631,0.415483881,0.687513657,1.233907716
LIX1-AS1,0.127768827,0.231519543,0.025798776,0.026962111,0.106085678
AC005476.2,0.565071754,1.279900949,0.475408072,0.472003209,0.390979692
FGF5,0.068749769,0.076898696,0.100257364,0.137017692,0.190275045
CNIH1,17.78386527,17.69295838,15.47696617,16.4328207,15.61289056
NEBL-AS1,1.749288451,1.693239277,0.74717953,1.029331058,1.11724887
NOP10,75.26045168,75.67972683,54.69037828,67.36614911,71.41519312
AC079148.1,0.055943713,0.22526905,0.734241356,0.472215537,0.154832414
HDAC2,15.3743789,16.63751659,14.21733654,14.4816576,14.55406162
AC254562.3,3.34013227,3.216242263,4.691697541,4.520191549,4.421189269
HOXA-AS2,0,0,0.09635093,0,0
CCDC65,1.061940402,1.06903122,1.345026201,1.263072088,1.843601881
C5orf58,0.028780089,0.02897226,0.392256453,0.022774685,0
AC093535.1,0,0,0.048218074,0.075588532,0
COPG1,37.68975388,40.98506908,41.56353646,44.03315835,43.02866255
GRWD1,6.360284762,5.458347642,5.32965199,4.907286717,5.049866022
PSME4,7.605744781,7.931264385,8.839503082,8.338836569,8.389048768
LINC01473,0.47397829,1.304191279,1.148454756,1.683672283,1.530438323
AC010320.2,3.106298397,2.262989371,1.609305096,1.42312325,2.432084349
AL160313.1,0.837863451,1.420560937,1.157543158,2.09378051,2.25788577
KCNH4,0.793990136,1.140166228,1.685723848,0.893188647,1.502691189
DGCR6L,34.06564936,35.49217337,26.8163522,30.70664389,32.69090525
ESPN,1.370846301,1.605576636,0.745225404,4.603439211,5.125572043
RF00017,0,0.159047717,0.159507605,1.166901582,0.437268092
LINC02210,3.035310964,3.156246708,4.062129738,3.371725557,3.154320315
F8,0.525492042,0.487016676,0.387371464,0.402638858,0.375136699
AC026979.4,0.129852347,0.211162109,0.363038892,0.284556959,0.22116023
AL162458.1,0.601031266,0.669870684,0.422588665,0.506758534,0.519825619
ZNF761,4.626500009,4.755236578,3.856402575,4.148232927,4.048486612
DAP3P2,0,0,0.453502014,0.047395162,0.12432132
ARF1P2,0,0,0.429899679,0.0449285,0.117851066
AC007159.1,0.136304849,0.235225693,0.756864603,0.179771281,0.175148822
ZNF32-AS1,0.950140811,1.169037367,0.106583423,0.612642536,0.292183748
TUBB6,8.747357411,6.946023684,5.786364053,7.092351614,6.914826123
MYL6P1,0,0,0.81690429,0.053358792,0
AL445363.1,0,0,0.139749865,0.127795113,0
MYLK4,0.241982645,0.068512055,0.030537848,0.059840401,0.115108534
AL359740.1,0.154790207,0.46747133,0,0.081660584,0
AC006115.3,0.163635362,0.494183978,0,0.086326903,0
AC100797.1,0.289986717,0,0.439150685,0.688429731,1.003225845
RBM4B,10.36067226,9.981945038,13.40122045,10.69136236,10.7456738
TRMT44,1.933795422,1.743676938,2.946471398,1.818184949,2.068588308
PIGT,5.075607882,5.36509106,4.51754406,4.80481409,4.673900173
LPCAT1,15.40903858,16.56310287,16.93865638,18.27567384,17.31060479
FOXN3-AS1,0.255252932,0.385435971,0.472450566,0.650858357,0.883062303
DCUN1D4,8.893179541,9.521169951,10.6467404,9.681293259,10.19451131
OSER1-DT,6.413667801,8.439860552,7.004178867,10.60407133,9.658504042
TRAIP,1.993914187,0.932936961,1.190807618,0.970417038,0.816108698
AC138028.2,0.315195069,0.269223986,0.038571779,0.236827609,0.145391413
AC024560.1,0.436064323,0.03135543,0.094338284,0,0.043102565
CYP26A1,0.015416521,0.031038922,0.015564336,0.121996296,0.149336176
SDC2,18.89887421,16.43212568,22.47594374,18.94395922,18.42290677
CRYGC,1.165479208,0.513301853,0.220622601,0.42271361,0.302403212
RPL18A,134.6087592,146.1394638,132.5550256,168.0973507,174.0865069
KIF5A,50.69899706,50.91965623,49.94389216,42.71423712,41.96544502
ACBD4,4.538107814,4.690559788,5.95365515,5.140291531,4.953427608
AC012065.4,0.269913999,0.407574415,0.885631327,0.569579565,0.933783113
RSL24D1P8,0.279377447,0.187495276,0.658130972,0.638678712,0.773217968
DLX4,0,0.088602323,0.050776296,0.119398351,0.278392419
AC107294.1,0.392444551,1.580259971,2.080088468,2.432681029,1.49345312
AC099786.1,0.615464347,0.068841549,0,0.108230744,0
LINC00299,0.093336603,0.010439981,0,0.016413445,0
FAM124B,0.051757019,0.065128266,0,0.013652377,0.017905641
GHET1,0.793279509,0.532384278,0.995039572,0.773590503,1.397147262
ALDH5A1,17.68031958,18.39944593,13.72227325,16.64663931,16.9038743
WHAMMP2,1.410946339,1.150151283,1.188220239,0.958582643,0.819097658
TBC1D2B,5.087227806,4.866081435,4.633775164,4.335179135,4.097904753
AL133485.2,0,0.037962007,0.057107661,0.089524195,0.130460645
SPATA20,10.91147698,11.62386397,11.63147268,7.762789428,8.696202982
TM2D1,5.324379037,5.55225315,4.276862723,4.890397132,4.896673325
UBE2V1P1,0,0.103649074,0.103948776,0.597498563,0.427441843
SNORA2B,0,0,0.675287671,1.940780004,0
CCP110,6.500883459,6.999071835,10.61334225,6.861550272,6.751743567
CRYGD,1.554403762,0.44708082,0,0.624789216,0.204859042
ZC3H4,9.379210504,8.306830852,7.982249233,7.420236761,7.90841915
CCDC24,2.372114195,2.816227582,3.527209532,3.244181523,2.676021668
RBMXP4,0.404037931,0.325388627,0.611867797,0.59682797,0.950498984
AC006001.3,1.664703475,1.70778293,2.065340031,1.77559423,2.021190697
LSAMP,22.38113555,24.25854902,31.48893211,24.22769123,23.8761924
AL138921.1,0.162474827,0.218079612,0.656130574,0.457144828,0.374727384
DSC1,0.246736533,0.291581275,0.097474795,0.203740384,0.118761645
AL035071.1,1.419043402,2.164422239,1.975319425,2.313933687,3.005063919
RPS6KA2-IT1,1.503523533,1.274579286,0.319566186,0.918434751,0.657034957
AC017100.1,1.567763947,2.130613556,1.107957017,0.992500918,1.51865565
AL136038.2,0.323801423,0.162981759,0.326906046,0.51247066,2.240419554
AL359091.1,0.06092806,0.276007009,0.369073448,0.305358459,0.548038799
LINC01647,0.356559544,0.143576149,0.107993476,0.056431594,0.049341536
PCDHB1,0.083711147,0.011236014,0.005634252,0.017664945,0.015445523
SPRED3,10.54811849,7.126227345,7.572803074,7.291855641,7.319990157
THSD4-AS1,0.136769855,0.244769952,0.199450637,0.368786238,0.525736927
AL162741.1,0.088224457,0.32564969,0.504732023,0.248231402,0.691826603
RPL7P21,0,0,0.145691986,0.114196218,0.199697239
PTGER2,1.037526274,0.93254828,0.505032166,0.79170811,0.640961114
AC104134.1,0.314719414,0.580838257,0.185346559,0.235212397,0.217758008
ADAT3,1.26987478,1.670107676,1.157981004,1.058922759,0.85029781
AC063965.1,0.183638883,0.924325409,1.483196968,1.017238854,1.397680576
TP73,0.115171421,0.068200263,0.273589859,0.100074363,0.150001771
OLIG2,0.656103599,0.550403794,0.055199529,0.403820357,0.453965681
UOX,0.075983253,0.15298122,0.019177946,0.040085461,0.026286846
ANXA3,0.080492116,0.072026294,0.234762315,0.099082996,0.13613949
C11orf88,0.167626468,0.09843502,0.394878583,0.206342353,0.193304492
DDX56,11.72478744,14.00268924,15.62374638,13.93368839,13.9806476
UBD,0.168603133,0.339457869,0.12766478,0,0
AP001267.4,0,0,0.594129244,0.088702873,0
SNORC,1.177041814,1.159955902,1.526062484,1.385712533,1.543090483
MT-TQ,31.18162731,24.34313668,19.91629679,16.45007092,17.61218705
AC007128.1,0.395621382,0.398263037,0.124817068,0.130445401,0.307951894
AC243965.2,0.08576919,0.138147025,0.398321125,0.162893145,0.189903028
AL049875.1,0,0.038150404,0.076521432,0.079971986,0.262216184
FBXO6,2.201080849,2.343121529,1.68579545,1.601647672,1.785531498
YIPF2,17.3773216,24.50901316,23.03674965,23.8163514,25.96083934
SREK1IP1,5.726477786,5.593364449,5.357906376,4.855473083,4.509018991
TMED6,0.032471936,0,0.163916391,0.051392345,0.134806251
FZD4,1.005350131,1.093278022,1.021254841,0.746459362,0.601147384
CISD2,6.946259289,8.241586277,6.707003498,6.450054795,6.67776941
TTC37,10.48806561,10.76105229,10.15499201,9.290340415,8.745780124
ZSCAN16,6.796782053,5.175039043,5.398996118,4.441155119,4.010485967
ZBTB33,10.54682728,10.67802007,9.873079423,8.976178085,9.260569498
CPA1,0,0.015790427,0.079180427,0.024825265,0.065118665
NHLRC2,5.772655485,6.772884691,8.144367635,6.381560333,6.937535108
C11orf52,0,0,0,0.013428629,0.211346245
PLEKHG5,7.438181915,7.363595845,11.36590629,7.220958395,7.847948598
LINC00174,1.307468737,1.239014494,1.218152583,0.958005086,0.949326975
SBF1,42.95943891,43.10949537,40.803941,37.97652216,37.64206231
AC010864.1,1.576790781,1.831522353,1.775590944,2.639512183,2.643576455
TRMU,4.18966166,4.107568167,6.362310067,4.119045232,4.374103859
AP002360.2,2.774886983,2.92334184,3.778757628,3.778929772,4.375760276
LINC01358,0.115736155,0.041120806,0.013746569,0.046690925,0.018842161
LINC00674,17.4782185,15.83543209,15.62913754,13.04077245,11.66147535
ZC3H18,7.814685996,8.645552875,9.205440631,8.935752808,9.047222451
TMEM242,8.997830756,9.187026286,8.078077868,7.099476896,8.519383504
HMGN2P5,12.08384211,10.81291438,6.77761252,7.70301594,9.754442059
RALBP1,8.351242494,7.420644817,6.343615269,7.074448359,7.307645235
NRG4,0.191249439,0.100847191,0.39536073,0.16335363,0.239450128
USP15,3.586528482,3.520214635,4.187875537,3.723197782,3.866010201
C9orf135-DT,0.093378875,0,0.094274196,0.262734052,0.215366418
RBM12B-AS1,0,0,0.070837987,0.185080649,0.194192568
RNU2-37P,0,0,0.261340144,0.68281166,0.716427948
ARL14EPL,0,0,0.024167819,0.063144025,0.066252741
AC017033.1,0,0,0.065335036,0.170702915,0.179106987
PIH1D2,1.351942926,1.528760998,0.990958726,1.152886365,0.948239012
ZNF18,4.168029539,4.502127605,4.960517052,4.90332222,5.283656115
CACNA2D3-AS1,0,0,0.111302227,0.05816057,0
NAGPA-AS1,0.156791297,0.035075162,0,0,0.048215873
LOXL1-AS1,1.345989047,1.180140842,1.095882621,0.755897258,0.991389634
PTGDS,11.40799831,13.59385706,6.688611042,11.18078277,11.88091762
TAS2R14,1.189315737,0.981358254,1.33850637,1.481149242,1.591841927
HERC4,4.672286779,3.815760176,3.867659318,3.682089993,3.512879462
HVCN1,0.670869488,0.487752082,0.438991917,0.22283951,0.429798491
AC060834.1,0,0.022698739,0.113821864,0.059477197,0.062405387
IMPG1,0,0.012134659,0.060848731,0.031796281,0.03336168
THOC2,7.721767553,7.822696262,9.105607339,8.100297643,8.489221541
AC131235.4,0.147799682,0,0.074608396,0.467836118,0.613585871
LINC02325,0.204747325,0.114508039,0.068903484,0.048007016,0
BAMBI,4.237264861,2.890214563,5.897094039,4.408118769,3.479815004
CAMK2G,9.129791258,8.136299432,10.52726667,9.486791846,8.977539594
Z94160.1,0.023316998,0.023472691,0.353108439,0.049204138,0
AL627309.5,0,0,0.007466861,0.003901781,0.04093874
RF00019,0,0,0.453502014,0.236975812,2.486426407
EVC,4.627941351,2.619792696,2.057889106,3.489790406,2.74087813
IFFO1,4.702433081,4.388102973,3.796238079,3.990648982,3.948271185
CCRL2,0.044904836,0.090409352,0,0.015793226,0.020713451
GATD3B,3.333820253,1.885939284,0.789321278,2.194582177,2.204642088
LINC01967,0.163752328,0.065938296,0,0,0.06798128
CNGA3,3.715247825,3.613630974,3.581816502,2.484511135,2.867511862
NPIPB11,0.458387371,0.503397958,0.746762525,0.588075036,0.677576637
CHRNB3,0.23024071,0,0.500657809,0.186869214,0.269595132
AC025857.2,0.192512191,0.387595277,0.97179003,1.726538055,0.532805659
AL121845.1,3.015615588,5.483938266,8.740745827,5.696475877,4.711540485
SPATA12,0.018987941,0.095573638,0.076679992,0.310533575,0.131379763
ARMCX5,2.770905457,3.334140187,3.494486504,3.41581017,3.795711418
AC092422.1,0.235365932,0.157958349,0.554452805,0.372506498,0.868546211
CYP27B1,0.226425675,0.187713294,0.389958999,0.323223985,0.331764454
AL135999.1,1.455209324,1.152029254,2.210874759,1.624851725,1.349018583
AC008742.1,0,0,0,0.144987772,0.162991962
SPAG6,1.93314531,2.100313689,4.141370593,2.064561071,1.973724898
PNPLA2,10.39635961,11.43794367,10.21919527,9.598167842,8.298763547
AC068580.1,1.090902413,3.660622057,4.221887799,4.795939043,4.277245427
GPER1,0.378299598,0.292942762,0.146894905,0.882733017,0.885922651
NOTCH4,0.376018887,0.60091582,0.265736921,0.391783153,0.38375344
DHCR24,9.382107622,15.25239791,17.62039177,13.53836407,13.35614185
SH2D5,2.579393497,3.420442875,4.936333025,3.311767774,3.039028071
SERAC1,2.006380344,2.120347232,1.82809888,1.820496109,1.630171361
SCARA3,11.68464465,6.361908678,4.613097641,7.717380968,8.210573532
AC009163.3,0,0.05413596,0.108584989,0.397184811,0.074417692
DUSP6,12.23591191,10.19663429,12.27333884,7.222236909,7.131566933
VMA21,20.33959684,21.49556823,19.53866693,18.39477773,18.05688702
AL031768.1,0.065360772,0,0.131974909,0.275852015,0.271343253
NUDT14,5.500061227,7.125603352,9.101757022,6.232117532,8.008213653
AL669831.5,1.121155824,1.354370444,1.073214119,0.832443579,0.976858662
FAM182A,0.332530129,0.470244762,0.175852518,0.342503143,0.230081448
MMP24,24.47635056,25.00551521,27.99116351,26.05531331,26.9042716
GBX1,0.406020939,0.125763703,0.12612735,0.082384229,0
KIAA0895,5.216485201,5.83403479,5.232124457,4.508809993,4.532886905
APCDD1L,0.034869027,0.023401237,0.035203353,0.153294855,0.080420945
AC002550.2,0.465156359,0.585327892,1.056636673,0.797537883,2.092005975
SERINC4,0.338593829,0.263387721,0.590451396,0.462807312,0.40466026
PSMF1,19.21479587,17.0351637,14.73487643,16.44449256,16.79675875
CEP63,2.382442632,2.762544746,2.774986904,2.82330951,3.235825989
AC113385.3,0.736030544,0,1.362327336,1.067818717,0.594146069
UCP1,0.031339194,0,0.031639675,0.099199177,0.216839512
AC001226.1,0.255016149,1.454740713,0.343281673,0.269070866,0.235264836
ZNF883,0.423485757,0.828031928,0.71531761,1.095581382,0.811425326
SLC9A2,0.451747356,0.323730146,0.247364735,0.290833951,0.222506909
AL158156.1,0,0,0.391181441,0.102205213,0.134046244
AL136317.3,0,0,0.204226073,0.053358792,0.0699822
RF00017,0,0,0.656130574,0.17142931,0.22483643
OVOL1-AS1,0.334437236,0.26933628,0,0.105860727,0
AP005482.1,0.058565703,0.176870277,0,0.051494531,0
MBOAT2,10.37386446,10.97787186,12.11373055,12.08027161,10.98289418
PTGES3L,0.577536572,0.436044686,0.30773351,0.22851239,0.377404008
AC073107.2,0,0,0.777432024,0,0.799208488
AP001189.5,0,0,0.107263085,0,0.110267606
AL627171.2,0.276219451,0.31282181,0.662311156,0.528239978,0.525578453
ITPRIP,3.789308506,3.3393684,3.634994026,2.626690813,2.456366574
AC011369.2,0,0.029434485,0.029519595,0.092552136,0.202309743
MDS2,0.12834146,0.150731496,0,0.067707375,0
ISCA1P1,0.47357004,0.595915219,1.912442602,1.561468526,0.491502894
GDI1,89.51750932,96.15275724,101.7728927,98.94876317,100.1120139
DOK7,0.204594945,0.034326845,0.045901469,0.041974877,0.031458136
OTUD3,5.606209889,5.009756298,6.234161573,5.61871155,6.034002432
NADK,8.916805218,8.057180304,6.394622656,7.494477038,8.070618713
SLC26A2,3.205017036,2.915566794,2.789622313,2.657014874,2.401773498
B3GALNT2,1.864214857,1.601634498,2.2309245,2.081413994,1.879209856
CRACR2B,2.798486691,2.510702141,2.186962179,2.20527401,2.122644368
CA4,0.132312421,0.038055972,0.534324155,0.149576317,0.052313427
FAM138C,0,0,0.246799114,0,0.048326123
AL157884.3,0,0.155823777,0.429754442,0.204151459,0.214202275
CCDC115,12.70834969,13.51274786,14.28567318,14.82120161,14.26670974
CAMK4,4.779423067,3.524776399,3.737821634,3.437188485,3.441403624
CCDC194,0.938891421,0.220537476,0.284368066,0.132084879,0.346469253
SH2D4A,0.15464094,0.411422855,0.144971955,0.18647277,0.091712449
POLA2,0.232050147,0.483309514,0.565491509,0.48545691,0.520429977
DYNC1LI2,42.62979901,39.56576142,36.35532479,37.65596602,37.54599992
AES,68.89981504,66.93963566,63.1081693,58.71793636,62.37466744
DGKZ,7.811172762,6.272705129,6.213654463,6.047924999,6.177572163
AC022146.2,0.921624452,1.457937405,1.993845062,1.94483597,3.097315654
FRMPD3,5.988646857,5.540098461,6.12688253,4.027708999,3.987839165
LBR,12.58532424,11.54631362,11.97566228,9.986792694,8.949148573
ENTPD6,18.27727433,21.19601187,23.10689388,20.6231681,21.99556186
HEBP2,2.455478491,2.275905869,1.746481975,2.123995252,2.148972534
ZBTB5,13.4968229,14.41432237,17.79507795,14.5697871,14.78555854
RNF41,9.623371356,10.32970762,10.41618578,10.93764631,11.73606957
TDG,7.569345318,8.193730945,6.604128862,7.28646246,6.711525655
RN7SL507P,0,0,0,0,1.7136182
TLDC2,0.161520216,0.054199575,0,0.047339469,0
RTN3,100.1554643,113.9876754,113.1991765,118.0615784,118.6852202
AL133481.1,0,0.090261914,0.090522907,0.18920965,0.744468181
RPL36AP43,2.387903654,3.605772345,0.301349873,1.653427323,2.065272749
MAD1L1,4.271267706,4.248751874,3.953935403,3.493672441,3.630595239
PMF1,2.963618222,3.276256741,2.294504238,2.465112668,2.717308859
LINC00987,0.152952935,0.034216497,0.205892606,0.134485531,0.352766358
KIF25,0,0,0.026691982,0.006973899,0.05487929
AC073525.1,0,0,0.029019577,0.007582037,0.059664875
AC131212.4,0,0,0.094886575,0.024791316,0.195088841
LNP1,4.257866333,3.83510791,4.339826745,5.040662015,5.130949291
CCDC154,1.596735374,1.218237832,1.951422827,1.560597861,2.046786815
GCSAM,0.375457294,0.182885955,0.244553029,0.057505629,0.083801049
TBR1,0.314998072,0.538111442,3.541567292,0.395305276,0.290601086
CRLF2,0.250744734,0.091788732,0.09205414,0.036076915,0
RNPEPL1,4.61848173,3.400511757,3.686699862,3.137045248,3.23990811
FANCA,1.416514822,1.080139179,1.064257808,0.945907353,1.035457669
ZBTB32,0.297733655,0.216465665,0.050098056,0.191976073,0
HNRNPA1,190.1447404,189.8204678,160.6786219,177.7862984,176.8162603
MMP7,0.098617954,0.138987028,0.019912701,0.052026545,0
AC009630.1,0.245892136,0.990136055,0.248249761,0.172962667,0.113423745
ARPP21,0.65830318,0.840941952,1.562991187,0.799969476,0.703649804
AC105942.1,7.243936973,8.203844688,8.730361898,9.673390093,9.460459368
PDSS1,3.538876268,3.491727883,2.129487719,3.103352801,2.853985093
AL645924.1,0,1.467576661,2.733380322,1.86780026,2.017395971
PRSS51,0,0.03038461,0.121889869,0.055731466,0.041768033
LINC01934,0.04060763,0.015722606,0.009460841,0.013183274,0
ARHGAP27P1-BPTFP1-KPNA2P3,0.542937607,0.713568263,0.928798398,0.883160019,0.834810709
SNORD104,15.70899475,10.54259152,9.91225831,5.179614166,4.528848099
SCGN,0.587408992,0.840312837,0.40576496,0.440372055,0.299478484
CCDC116,0.046610276,0.156405012,0.266657339,0.131144294,0.301001773
ANKRD6,12.25624735,10.38880057,11.97944437,7.934322321,8.114843202
ZDHHC20-IT1,0,0.209653809,0.210260025,0.274676509,1.152797698
AC073288.2,0.483020044,0.069463611,0,0.036402911,0.095487761
TSNAXIP1,1.498716399,1.341087707,1.801293047,1.644065833,1.843518645
ALG1L6P,0.06044578,0,0.061025337,0.255108525,0.334585084
EIF1P6,0.685896727,0.690476615,0,0.217109576,0.189831956
PQLC1,7.629009412,7.944775909,10.09248119,8.118859334,8.336547563
DEFB1,0,0.578960309,0.677406774,1.415905686,0.663220433
LPAR4,0.956686022,1.496468882,1.693967691,1.684941411,1.466456435
MRPS31P5,0.626994261,0.547817336,0.979367634,0.867504016,0.605717355
CBX1,59.63599858,65.93602096,62.84506629,74.50344489,70.73629411
CHRNA9,0.231403542,0.13103363,0.029202781,0.114448545,0.060041547
SDF4,34.51180635,32.28374809,34.38101913,36.44465549,38.58897879
COX20,13.54567067,13.67404899,14.94039263,14.88358155,14.78207081
SEC63,14.95071149,16.7532608,16.96330965,17.19621448,17.86118199
RNU1-16P,1.396887236,1.406214571,1.974392915,2.9477479,5.025916793
FER1L4,0.409313997,0.564657109,0.642815472,0.594491211,0.636346364
FLT3LG,0.209287673,0.178272037,0.048760231,0.025479479,0.155947686
IPO9,12.57060172,11.43902149,10.61411663,11.0197034,10.67994745
RAB8B,19.77218666,18.33422557,15.9142578,17.76142822,17.19220413
TIPIN,3.209747717,2.544763471,2.216316196,2.491729695,2.048255801
AC008443.4,4.430949308,4.460535765,5.234868929,7.31114263,5.870729017
SUZ12,8.642906395,8.73584222,8.195869607,7.328622661,7.466684952
AC109449.1,0.326106059,0.13678481,0.027436065,0.129029534,0.037606093
LINC02526,0.3280518,0.88064607,2.318380225,0.923017958,1.059253255
SUOX,4.373194258,4.291874694,3.389855112,3.813001376,3.912100015
